"CORE_CUT FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Drillng_event_seq","Core_date","Top_Core_Depth (m)","Base_Core_Depth (m)","Core_formtn_code","Cut_metre (m)","Recvrd_metre (m)","Core_comments","Core_type","Core_Anlyss_Type","Core_num","Project_code"
"100131108117W600","","","","00004","00","19500112","1799.8","1811.6","4802","12.1","12.1","23.1 ft of 49 anal > 1.0 mdk over interval 5905- 5957 ft kb","CONV","FULL","054",""
"100131108117W600","","","","00004","00","19500112","1811.6","1813.5","4802","1.8","1.8","","CONV","FULL","055",""
"100131108117W600","","","","00004","00","19500112","1813.5","1815.6","4802","2.1","1.3","","CONV","FULL","056",""
"200A065E093I1600","","","","00005","00","19500723","250.5","254.5","1415","3.9","3.6","DESC IN WHIS","CONV","","001",""
"200A065E093I1600","","","","00005","00","19500723","383.7","387.1","1500","3.3","1.5","DESC IN WHIS","CONV","","002",""
"200A065E093I1600","","","","00005","00","19500723","387.1","389.5","1500","2.4","1.1","DESC IN WHIS","CONV","","003",""
"200A065E093I1600","","","","00005","00","19500723","391","394.1","1500","3","1.5","DESC IN WHIS","CONV","","004",""
"200A065E093I1600","","","","00005","00","19500723","394.1","399.6","1500","2.4","2.7","DESC IN WHIS","CONV","","005",""
"200A065E093I1600","","","","00005","00","19500723","399.6","405.1","1500","5.4","2.9","DESC IN WHIS","CONV","","006",""
"200A065E093I1600","","","","00005","00","19500723","405.1","409","1500","3.9","2.4","DESC IN WHIS","CONV","","007",""
"200A065E093I1600","","","","00005","00","19500723","410.2","413.3","1500","3",".4","DESC IN WHIS","CONV","","008",""
"200A065E093I1600","","","","00005","00","19500723","413.3","416.3","1500","3",".3","DESC IN WHIS","CONV","","009",""
"200A065E093I1600","","","","00005","00","19500723","416.3","418.5","1500","2.1",".5","DESC IN WHIS","CONV","","010",""
"200A065E093I1600","","","","00005","00","19500723","586.1","591.6","1700","5.4","2.4","DESC IN WHIS","CONV","","011",""
"200A065E093I1600","","","","00005","00","19500723","824.4","827.5","1700","3","1.3","DESC IN WHIS","CONV","","012",""
"200A065E093I1600","","","","00005","00","19500723","827.5","830.5","1700","3","1.5","DESC IN WHIS","CONV","","013",""
"200A065E093I1600","","","","00005","00","19500723","932.9","936","1700","3","1.4","DESC IN WHIS","CONV","","014",""
"200A065E093I1600","","","","00005","00","19500723","936","946.4","1700","10.3","3","DESC IN WHIS","CONV","","015",""
"200A065E093I1600","","","","00005","00","19500723","943.3","946.4","1700","3","1.4","DESC IN WHIS","CONV","","016",""
"200A065E093I1600","","","","00005","00","19500723","946.4","949.4","1700","3","1.4","DESC IN WHIS","CONV","","017",""
"200A065E093I1600","","","","00005","00","19500723","1216.7","1219.1","1700","2.4","1.2","DESC IN WHIS","CONV","","018",""
"200A065E093I1600","","","","00005","00","19500723","1219.1","1219.8","1700",".6",".1","DESC IN WHIS","CONV","","019",""
"200A065E093I1600","","","","00005","00","19500723","1220.1","1221.9","1700","1.8",".9","DESC IN WHIS","CONV","","020",""
"200A065E093I1600","","","","00005","00","19500723","1224.9","1226.5","1700","1.5",".6","DESC IN WHIS","CONV","","021",""
"200A065E093I1600","","","","00005","00","19500723","1226.5","1227.4","1700",".9",".6","DESC IN WHIS","CONV","","022",""
"200A065E093I1600","","","","00005","00","19500723","1626.6","1627.2","1700",".6",".3","DESC IN WHIS","CONV","","023",""
"200A065E093I1600","","","","00005","00","19500723","1645.8","1676.3","1700","0","0","DEPTH EST, NO DETAILS GIVEN","CONV","","024",""
"200A065E093I1600","","","","00005","00","19500723","1676.3","1706.8","1700","0","0","DEPTH EST, NO DETAILS GIVEN","CONV","","025",""
"200A065E093I1600","","","","00005","00","19500723","1717.5","1719","1700","1.5",".4","DESC IN WHIS","CONV","","026",""
"200A065E093I1600","","","","00005","00","19500723","1746.4","1748.6","1700","2.1","1.8","DESC IN WHIS","CONV","","027",""
"200A065E093I1600","","","","00005","00","19500723","1748.6","1750.4","1700","1.8","1.5","DESC IN WHIS","CONV","","028",""
"200A065E093I1600","","","","00005","00","19500723","1750.4","1753.7","1700","3.3","3.3","DESC IN WHIS","CONV","","029",""
"200A065E093I1600","","","","00005","00","19500723","1753.7","1755.6","1700","1.8",".6","DESC IN WHIS","CONV","","030",""
"200A065E093I1600","","","","00005","00","19500723","1786","1791.2","1700","5.1","5.1","DESC IN WHIS","CONV","","031",""
"200A065E093I1600","","","","00005","00","19500723","2150.3","2153.3","1700","3",".9","DESC IN WHIS","CONV","","032",""
"200A065E093I1600","","","","00005","00","19500723","2371.8","2374.3","2330","2.4","1.8","DESC IN WHIS","CONV","","033",""
"200A065E093I1600","","","","00005","00","19500723","2450.8","2451.7","2330",".9",".3","DESC IN WHIS","CONV","","034",""
"200A065E093I1600","","","","00005","00","19500723","2599.8","2603.8","2330","2.1","1.5","DESC IN WHIS","CONV","","035",""
"200A065E093I1600","","","","00005","00","19500723","2703.7","2705.9","2700","2.1","2.1","DESC IN WHIS","CONV","","036",""
"200A065E093I1600","","","","00005","00","19500723","2779","2779.9","2700",".9",".6","DESC IN WHIS","CONV","","037",""
"200C048D103G0500","","","","00006","00","19500218","899.1","900","",".9","0","NO ANALYSIS FOUND","CONV","","001",""
"200C048D103G0500","","","","00006","00","19500218","952.5","954.3","","1.8","0","NO ANALYSIS FOUND","CONV","","002",""
"200D068F092G0200","","","","00009","00","19510217","633.6","639.4","","5.7","4.5","","CONV","","003",""
"200D068F092G0200","","","","00009","00","19510217","1334","1340.1","","3","1.8","","CONV","","001",""
"200D068F092G0200","","","","00009","00","19510217","1340.1","1343.5","","3.3","3.1","","CONV","","002",""
"200C044E093I1600","","","","00010","00","19500919","356.6","361.5","","4.8","4.7","CORE DESCR. IN WELL HISTORY REPORT, NO ANALYSIS.","CONV","","001",""
"200C044E093I1600","","","","00010","00","19500919","431","435.2","","4.2","4.1","SEE CORE #1","CONV","","002",""
"200C044E093I1600","","","","00010","00","19500919","435.2","438.9","","3.6","3.6","SEE CORE #1","CONV","","003",""
"200C044E093I1600","","","","00010","00","19500919","438.9","444.1","","5.1","4.8","SEE CORE #1","CONV","","004",""
"200C044E093I1600","","","","00010","00","19500919","444.1","450.5","","6.4","4","SEE CORE #1","CONV","","005",""
"200C044E093I1600","","","","00010","00","19500919","448.3","454.4","","6.1","5.8","SEE CORE #1","CONV","","006",""
"200C044E093I1600","","","","00010","00","19500919","454.4","460.5","","6.1","5.9","SEE CORE #1","CONV","","007",""
"200C044E093I1600","","","","00010","00","19500919","460.5","466.3","","5.7","5","SEE CORE #1","CONV","","008",""
"200C044E093I1600","","","","00010","00","19500919","466.3","472.4","","6.1","5.9","SEE CORE #1","CONV","","009",""
"200A045D094B1600","","","","00011","00","19511027","932","934.5","2690","2.4","2.1","DET DIS IN CORE HIST","CONV","","001",""
"200A045D094B1600","","","","00011","00","19511027","934.5","936","2690","1.5",".4","DET DIS.IN CORE HIST","CONV","","002",""
"200A045D094B1600","","","","00011","00","19511027","936","937.5","2690","1.5",".6","DET DIS IN CORE HIST","CONV","","003",""
"200A045D094B1600","","","","00011","00","19511027","1007","1009.4","2690","2.4",".5","DET DIS IN CORE HIST","CONV","","004",""
"200A045D094B1600","","","","00011","00","19511027","1011.6","1011.9","2690",".3",".2","DET DIS IN CORE HIST","CONV","","005",""
"200A045D094B1600","","","","00011","00","19511027","1011.9","1012.5","2690",".6",".5","DET DIS IN CORE HIST","CONV","","006",""
"200A045D094B1600","","","","00011","00","19511027","1012.5","1013.1","2690",".6",".5","DET DIS IN CORE HIST","CONV","","007",""
"200A045D094B1600","","","","00011","00","19511027","1014.6","1015.5","2690",".9",".8","DET DIS IN CORE HIST","CONV","","008",""
"200A045D094B1600","","","","00011","00","19511027","1386.2","1389.5","2920","3.3","3.1","DET DIS IN CORE HIST","CONV","","009",""
"200A045D094B1600","","","","00011","00","19511027","1458.7","1464.2","4040","5.4","0","DET DIS IN CORE HIST","CONV","","010",""
"200A045D094B1600","","","","00011","00","19511027","1464.2","1467.2","4040","3","2.9","DET DIS IN CORE HIST","CONV","","011",""
"200A045D094B1600","","","","00011","00","19511027","1738.5","1740.5","4040","1.9","1.6","DET DIS IN CORE HIST","CONV","","012",""
"200A045D094B1600","","","","00011","00","19511027","1870.2","1870.8","4040",".6","0","DET DIS IN CORE HIST","CONV","","013",""
"200A045D094B1600","","","","00011","00","19511027","1878.4","1878.7","4040",".3","0","DET DIS IN CORE HIST","CONV","","014",""
"200A045D094B1600","","","","00011","00","19511027","1931.4","1935.4","4040","3.9","2.9","DET DIS IN CORE HIST","CONV","","015",""
"200A045D094B1600","","","","00011","00","19511027","2105","2106.7","4040","1.6","1.2","DET DIS IN CORE HIST","CONV","","016",""
"200A045D094B1600","","","","00011","00","20080728","2105","2106.8","5000","","","","CONV","SMPL","000",""
"200A045D094B1600","","","","00011","00","19511027","2106.7","2110.3","4040","3.6","2.4","DET DIS IN CORE HIST","CONV","","017",""
"200A045D094B1600","","","","00011","00","19511027","2264.9","2265.8","7000",".9","0","DET DIS IN CORE HIST","CONV","","018",""
"200A045D094B1600","","","","00011","00","19511027","2304.2","2306.6","7000","2.4","2.2","DET DIS IN CORE HIST","CONV","","019",""
"200A045D094B1600","","","","00011","00","19511027","2378.8","2381.3","7000","2.4",".4","DET DIS IN CORE HIST","CONV","","020",""
"200A045D094B1600","","","","00011","00","19511027","2480.3","2485.5","7000","5.1","2.2","DET DIS IN CORE HIST","CONV","","021",""
"200A045D094B1600","","","","00011","00","19511027","2619","2623.6","7000","4.5","2.4","DET DIS IN CORE HIST","CONV","","022",""
"200A045D094B1600","","","","00011","00","19511027","2623.9","2628.5","7000","4.5","4","DET DIS IN CORE HIST","CONV","","023",""
"200A045D094B1600","","","","00011","00","19511027","2976.8","2979.6","8000","2.7","2.7","DET DIS IN CORE HIST","CONV","","024",""
"200A045D094B1600","","","","00011","00","19511027","3057.9","3061","8000","3","2.4","DET DIS IN CORE HIST","CONV","","025",""
"200A045D094B1600","","","","00011","00","19511027","3061","3062.1","8000",".9",".7","DET DIS IN CORE HIST","CONV","","026",""
"200A045D094B1600","","","","00011","00","19511027","3111.9","3114.3","8000","2.4",".1","DET DIS IN CORE HIST","CONV","","027",""
"200A045D094B1600","","","","00011","00","19511027","3133.2","3136.8","8000","3.6",".3","DET DIS IN CORE HIST","CONV","","028",""
"200A045D094B1600","","","","00011","00","19511027","3486.7","3492.8","8000","6.1","5.4","DET DIS IN CORE HIST","CONV","","029",""
"200C086L093B0900","","","","00012","00","19510310","487.7","493.8","","6.1","1.2","CORE DESC IN WELL FILE, NO ANALYSIS","CONV","","001",""
"200C086L093B0900","","","","00012","00","19510311","493.8","499.5","","5.7","1.2","SEE CORE #1","CONV","","002",""
"200C086L093B0900","","","","00012","00","19510314","594","597.7","","3.6","2.1","SEE CORE #1","CONV","","003",""
"200C086L093B0900","","","","00012","00","19510318","618.7","620.5","","1.8","1.5","SEE CORE #1","CONV","","004",""
"200C086L093B0900","","","","00012","00","19510407","924.7","927.2","","2.4","2.4","SEE CORE #1","CONV","","005",""
"100042907917W600","","","","00013","00","19510213","694.3","695.2","1530",".9",".8","DETAILED DESCRIPTION IN CORE HISTORY","CONV","","001",""
"100042907917W600","","","","00013","00","19510213","695.2","697.3","1530","2.1","2","DET. DIS. IN CORE HISTORY","CONV","","002",""
"100042907917W600","","","","00013","00","19510213","697.3","699.8","1530","2.4","1.2","DET. DIS IN CORE HISTORY","CONV","","003",""
"100042907917W600","","","","00013","00","19510213","699.8","701.3","1530","1.5","1.6","DET. DIS IN CORE HIST","CONV","","004",""
"100042907917W600","","","","00013","00","19510213","701.3","703.7","1530","2.4","2.5","DET. DIS IN CORE HIST","CONV","","005",""
"100042907917W600","","","","00013","00","19510213","703.7","705.6","1530","1.8","1.8","DET DIS IN CORE HISTORY","CONV","","006",""
"100042907917W600","","","","00013","00","19510213","705.6","708","1530","2.4","2.3","DET.DIS. IN CORE HISTORY","CONV","","007",""
"100042907917W600","","","","00013","00","19510213","708","710.5","1530","2.4","1","DET. DIS. IN CORE HISTORY","CONV","","008",""
"100042907917W600","","","","00013","00","19510213","710.5","712","1530","1.5",".9","DET. DIS. IN CORE HIST","CONV","","009",""
"100042907917W600","","","","00013","00","19510213","801.9","803.4","2200","1.5","1.4","DET. DIS IN CORE HISTORY","CONV","","010",""
"100042907917W600","","","","00013","00","19510213","803.4","805.9","2200","2.4","1.2","DET. DIS IN CORE  HISTORY","CONV","","011",""
"100042907917W600","","","","00013","00","19510213","805.9","806.8","2200",".9",".9","DET. DIS IN CORE HISTORY","CONV","","012",""
"100042907917W600","","","","00013","00","19510213","806.8","809.2","2200","2.4","2.2","DET. DIS IN CORE HISTORY","CONV","","013",""
"100042907917W600","","","","00013","00","19510213","809.2","811.6","2200","2.4","2.4","DET. DIS IN CORE HISTORY","CONV","","014",""
"100042907917W600","","","","00013","00","19510213","811.6","812.3","2200",".6",".1","DET DIS IN CORE HSIT","CONV","","015",""
"100042907917W600","","","","00013","00","19510213","812.3","813.2","2200",".9",".6","DET. DIS IN CORE HIST","CONV","","016",""
"100042907917W600","","","","00013","00","19510213","813.2","814.1","2200",".9",".9","DET. DIS IN CORE HIST","CONV","","017",""
"100042907917W600","","","","00013","00","19510213","814.1","814.7","2200",".9",".5","DET. DIS IN CORE HISTORY","CONV","","018",""
"100042907917W600","","","","00013","00","19510213","814.7","816.5","2200","1.8","2","DET DIS IN CORE HIST","CONV","","019",""
"100042907917W600","","","","00013","00","19510213","816.5","817.4","2200",".9","1.1","DET DIS IN CORE HISTORY","CONV","","020",""
"100042907917W602","","","","00013","02","19510213","817.4","819","2200","1.5",".9","DET. DIS IN CORE HISTORY","CONV","","022",""
"100042907917W602","","","","00013","02","19510213","819","821.4","2200","2.4","2.4","DET DIS IN CORE HIST","CONV","","023",""
"100042907917W602","","","","00013","02","19510213","821.4","823.5","2200","2.1","2.5","DET. DIS IN CORE HISTORY","CONV","","024",""
"100042907917W602","","","","00013","02","19510213","823.8","824.4","2200",".6",".6","DET. DIS IN CORE HISTORY","CONV","","025",""
"100042907917W602","","","","00013","02","19510213","824.4","825.4","2200",".9",".1","DET DIS IN CORE HISTORY","CONV","","026",""
"100042907917W602","","","","00013","02","19510213","825.4","826.6","2200","1.2","1.1","DET. DIS IN CORE HISTORY","CONV","","027",""
"100042907917W602","","","","00013","02","19510213","826.6","828.1","2200","1.5","1.5","DET DIS IN CORE HISTORY","CONV","","028",""
"100042907917W602","","","","00013","02","19510213","828.1","830.5","2200","2.4","1.8","DET DIS IN CORE HISTORY","CONV","","029",""
"100042907917W602","","","","00013","02","19510213","830.5","833","2200","2.4","2.5","DET. DIS IN CORE HISTORY","CONV","","030",""
"100042907917W602","","","","00013","02","19510213","833","835.4","2200","2.4","1.9","DET. DIS IN CORE HISTORY","CONV","","031",""
"100042907917W602","","","","00013","02","19510213","835.4","837.9","2200","2.4","2.3","DET. DIS IN CORE HISTORY","CONV","","032",""
"100042907917W602","","","","00013","02","19510213","837.9","838.8","2200",".9",".9","DET. DIS IN CORE HISTORY","CONV","","033",""
"100042907917W602","","","","00013","02","19510213","854.3","856.8","2200","2.4","1.9","DET DIS IN CORE HISTORY","CONV","","034",""
"100042907917W602","","","","00013","02","19510213","856.8","858.6","2200","1.8","1.9","DET DIS IN CORE HIST","CONV","","035",""
"100042907917W602","","","","00013","02","19510213","858.6","860.1","2200","1.5","1.7","DET DIS IN CORE HISTORY","CONV","","036",""
"100042907917W602","","","","00013","02","19510213","860.1","861.3","2200","1.2","1.2","DET DIS IN CORE HISTORY","CONV","","037",""
"100042907917W602","","","","00013","02","19510213","861.3","862.5","2200","1.2","1.5","DET DIS IN CORE HISTORY","CONV","","038",""
"100070507917W600","","","","00014","00","19510209","823.5","824.7","2200","1.2",".7","","CONV","","001",""
"100070507917W600","","","","00014","00","19510209","824.7","826.3","2200","1.5",".7","","CONV","","002",""
"100070507917W600","","","","00014","00","19510209","826.3","829","2200","2.7","1.8","","CONV","","003",""
"100070507917W600","","","","00014","00","19510205","829","829.9","2200",".9",".7","","CONV","","004",""
"100070507917W600","","","","00014","00","19510209","829.9","831.5","2200","1.5","1.2","","CONV","","005",""
"100070507917W600","","","","00014","00","19510209","831.5","833","2200","1.5","1.4","","CONV","","006",""
"100070507917W600","","","","00014","00","19510209","833","833.9","2200",".9",".7","","CONV","","007",""
"100070507917W600","","","","00014","00","19510209","833.9","835.4","2200","1.5","1.7","","CONV","","008",""
"100070507917W600","","","","00014","00","19510209","835.4","837.5","2200","2.1","2.1","","CONV","","009",""
"100070507917W600","","","","00014","00","19510209","837.5","840.3","2200","2.7","2.8","","CONV","","010",""
"100070507917W600","","","","00014","00","19510209","840.3","843","2200","2.7","2.7","","CONV","","011",""
"100070507917W600","","","","00014","00","19510209","843","844","2200",".9",".9","","CONV","","012",""
"100070507917W600","","","","00014","00","19510209","844","845.5","2200","1.5","1","","CONV","","013",""
"100070507917W600","","","","00014","00","19510209","845.5","847.9","2200","2.4","2","","CONV","","014",""
"100070507917W600","","","","00014","00","19510209","847.9","849.4","2200","1.5","1.4","","CONV","","015",""
"100070507917W600","","","","00014","00","19510209","849.4","851","2200","1.5","1.3","","CONV","","016",""
"100070507917W600","8120","2200","","00014","00","19510209","851","852.5","2200","1.5","1.4","","CONV","","017","00"
"100070507917W600","8120","2200","","00014","00","19510209","852.5","854","2200","1.5",".5","","CONV","","018","00"
"100070507917W600","8120","2200","","00014","00","19510209","854","854.3","2200",".3",".3","","CONV","","019","00"
"100070507917W600","","","","00014","00","19510209","854.9","856.4","2200","1.5","1.1","","CONV","","020",""
"100070507917W600","","","","00014","00","19510209","856.4","858","2200","1.5",".9","","CONV","","021",""
"100070507917W600","","","","00014","00","19510209","858","859.5","2200","1.5","1.3","","CONV","","022",""
"100070507917W600","","","","00014","00","19510209","859.5","861","2200","1.5","1.5","","CONV","","023",""
"100070507917W600","","","","00014","00","19510209","861","863.2","2200","2.1","1.7","","CONV","","024",""
"100070507917W600","","","","00014","00","19510209","863.2","864.1","2200",".9","0","2200","CONV","","025",""
"100070507917W600","","","","00014","00","19510209","864.1","866.5","2200","2.4","2","","CONV","","026",""
"100070507917W600","","","","00014","00","19510209","866.5","868.9","2200","2.4","2.4","","CONV","","027",""
"100070507917W600","","","","00014","00","19510209","868.9","870.8","2200","2.4","2.4","","CONV","","028",""
"100070507917W600","","","","00014","00","19510209","870.8","872.6","2200","1.8","1.7","","CONV","","029",""
"100070507917W600","","","","00014","00","19510209","872.6","873.2","2200",".6",".6","","CONV","","030",""
"100070507917W600","","","","00014","00","19510209","873.2","874.7","2200","1.5","1.3","","CONV","","031",""
"100070507917W600","","","","00014","00","19510209","874.7","875","2200",".3",".1","","CONV","","032",""
"100070507917W600","","","","00014","00","19510209","875","879","2200","3.9","3.9","","CONV","","033",""
"100070507917W600","","","","00014","00","19510209","879","880.8","2200","1.8","1.8","","CONV","","034",""
"100070507917W600","","","","00014","00","19510209","947.3","948.8","2400","1.5","1.2","","CONV","","035",""
"100070507917W600","","","","00014","00","19510209","948.8","950.3","2400","1.5",".9","","CONV","","036",""
"100070507917W600","","","","00014","00","19510209","951.2","954.6","2400","3.3","1.4","","CONV","","037",""
"100070507917W600","","","","00014","00","19510209","954.6","955.5","2400",".9","0","","CONV","","038",""
"100070507917W600","","","","00014","00","19510209","955.5","956.7","2400","1.2","1.7","","CONV","","039",""
"100070507917W600","","","","00014","00","19510209","956.7","958.5","2400","1.8","2.8","","CONV","","040",""
"100070507917W600","","","","00014","00","19510209","958.5","961","2400","2.4","2.6","","CONV","","041",""
"100070507917W600","","","","00014","00","19510209","961","963.4","2400","2.4","2.1","","CONV","","042",""
"100070507917W600","","","","00014","00","19510209","963.4","965.9","2400","2.4","2.2","","CONV","","043",""
"100070507917W600","","","","00014","00","19510209","965.9","968","2400","2.1","1.4","","CONV","","044",""
"100070507917W600","","","","00014","00","19510209","968","970.4","2400","2.4","2.6","","CONV","","045",""
"100070507917W600","","","","00014","00","19510209","970.4","972.9","2400","2.4","2.3","","CONV","","046",""
"100070507917W600","","","","00014","00","19510209","972.9","974.4","2400","1.5",".1","","CONV","","047",""
"100100707916W600","","","","00015","00","19510410","917.7","918.6","1850",".9",".7","CORE DESC. IN WELL HISTORY REPORT,CORES ARE ANALYZ ED WITH NO SUMMARY SHEET.","CONV","FULL","001",""
"100100707916W600","","","","00015","00","19510410","918.6","920.1","1850","1.5","1.5","SEE CORE #1","CONV","FULL","002",""
"100100707916W600","","","","00015","00","19510410","920.1","921.7","1850","1.5","1.5","SEE CORE #1","CONV","FULL","003",""
"100100707916W600","","","","00015","00","19510410","921.7","924.1","1850","2.4","2.3","SEE CORE #1","CONV","FULL","004",""
"100100707916W600","","","","00015","00","19510410","924.1","926.5","1850","2.4","2.1","SEE CORE #1","CONV","FULL","005",""
"100100707916W600","","","","00015","00","19510410","926.5","928.7","1850","2.1","2","SEE CORE #1","CONV","FULL","006",""
"100100707916W600","","","","00015","00","19510410","928.7","931.1","1850","2.4","2.4","SEE CORE #1","CONV","FULL","007",""
"100100707916W600","","","","00015","00","19510410","931.1","933.6","1850","2.4","2.4","SEE CORE #1","CONV","FULL","008",""
"100100707916W600","","","","00015","00","19510410","933.6","936","1850","2.4","0","SEE CORE #1","CONV","FULL","009",""
"100100707916W600","","","","00015","00","19510410","936","937.2","1850","1.2","1.1","SEE CORE #1","CONV","FULL","010",""
"100100707916W600","8120","2000","A","00015","00","19510410","937.2","939.7","1850","2.4","2.4","SEE CORE #1","CONV","FULL","011","00"
"100100707916W600","8120","2000","A","00015","00","19510410","939.7","940.6","1850",".9",".9","SEE CORE #1","CONV","FULL","012","00"
"100100707916W600","8120","2000","A","00015","00","19510410","940.6","943","1850","2.4","2.3","SEE CORE #1","CONV","FULL","013","00"
"100100707916W600","8120","2000","A","00015","00","19510410","943","945.4","1850","2.4","2.4","SEE CORE #1","CONV","FULL","014","00"
"100100707916W600","8120","2000","A","00015","00","19510410","945.4","947.3","1850","1.8","1.5","SEE CORE #1","CONV","FULL","015","00"
"100100707916W600","8120","2200","","00015","00","19510410","947.3","949.7","1850","2.4","2.1","SEE CORE #1","CONV","FULL","016","00"
